filename,basename,toolid,toolmode,parser_version,runid,start,duration,exit_code,findings,infos,errors,fails
../bench/0xd2ea19be7cb6ab94f0fcdaa822fd0689e77fa950.sol,0xd2ea19be7cb6ab94f0fcdaa822fd0689e77fa950.sol,confuzzius,solidity,2022/12/31,20250226_1431,1740580398.2664,31.653256893158,1,{},{},{EXIT_CODE_1},{exception (UnicodeDecodeError: 'ascii' codec can't decode byte 0xe5 in position 3187: ordinal not in range(128))}
../bench/0xd2ea3d1be7b482966ba8627ff009b84bac3bf51e.sol,0xd2ea3d1be7b482966ba8627ff009b84bac3bf51e.sol,confuzzius,solidity,2022/12/31,20250226_1431,1740585882.62713,596.046224355698,0,{},{},{Validation error: Sender account balance cannot afford txn (ignoring for now)},{}
../bench/CsigmaV2FundManager.sol,CsigmaV2FundManager.sol,confuzzius,solidity,2022/12/31,20250226_1431,1740581246.95285,4.506108045578,255,{},{},"{EXIT_CODE_255,No compiler output for: /sb/CsigmaV2FundManager.sol}",{}
../bench/ERC721AQueryableUpgradeable.sol,ERC721AQueryableUpgradeable.sol,confuzzius,solidity,2022/12/31,20250226_1431,1740580859.50623,3.83702969551086,255,{},{},"{EXIT_CODE_255,No compiler output for: /sb/ERC721AQueryableUpgradeable.sol}",{}
../bench/EnumerableMapExtended.sol,EnumerableMapExtended.sol,confuzzius,solidity,2022/12/31,20250226_1431,1740582905.36798,4.67911577224731,255,{},{},"{EXIT_CODE_255,No compiler output for: /sb/EnumerableMapExtended.sol}",{}
../bench/EnumerableSet.sol,EnumerableSet.sol,confuzzius,solidity,2022/12/31,20250226_1431,1740582901.69016,3.67622995376587,0,{},{},{},{}
../bench/HeyMintERC1155ExtensionD.sol,HeyMintERC1155ExtensionD.sol,confuzzius,solidity,2022/12/31,20250226_1431,1740582896.70995,4.97792315483093,255,{},{},"{EXIT_CODE_255,No compiler output for: /sb/HeyMintERC1155ExtensionD.sol}",{}
../bench/Proof.sol,Proof.sol,confuzzius,solidity,2022/12/31,20250226_1431,1740582891.44479,5.25920414924622,255,{},{},"{EXIT_CODE_255,No compiler output for: /sb/Proof.sol}",{}
../bench/braw.sol,braw.sol,confuzzius,solidity,2022/12/31,20250226_1431,1740584447.13803,3.33929872512817,255,{},{},"{EXIT_CODE_255,No compiler output for: /sb/braw.sol}",{}
../bench/standard.sol,standard.sol,confuzzius,solidity,2022/12/31,20250226_1431,1740586702.47309,2.36307406425476,255,{},{},"{EXIT_CODE_255,No compiler output for: /sb/standard.sol}",{}
./0x0D457d09A70763ce09c0B8c34556D020B93FBAB8.sol,0x0D457d09A70763ce09c0B8c34556D020B93FBAB8.sol,confuzzius,solidity,2022/12/31,20250227_1705,1740675930.05167,2.88886666297913,255,{},{},"{EXIT_CODE_255,No compiler output for: /sb/0x0D457d09A70763ce09c0B8c34556D020B93FBAB8.sol}",{}
../bench/0x272052c5d69d7904ef340a5f2945490c9fc3084b.sol,0x272052c5d69d7904ef340a5f2945490c9fc3084b.sol,maian,solidity,2022/11/11,20250303_1222,1741005150.1034,231.850466012955,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
../bench/0xd2344f06ce022a7424619b2af222e71b65824975.sol,0xd2344f06ce022a7424619b2af222e71b65824975.sol,maian,solidity,2022/11/11,20250303_1222,1741008353.28143,102.370805740356,0,"{Ether_lock,No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
../bench/0xd2354acf1a2f06d69d8bc2e2048aabd404445df6.sol,0xd2354acf1a2f06d69d8bc2e2048aabd404445df6.sol,maian,solidity,2022/11/11,20250303_1222,1741004576.33737,338.026259183884,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
../bench/0xd2413729c24f77d77f53d3a3636e41ef65c4f0de.sol,0xd2413729c24f77d77f53d3a3636e41ef65c4f0de.sol,maian,solidity,2022/11/11,20250303_1222,1741005381.95534,458.514466047287,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
../bench/0xd2425561799564001f13bc7586936a702675dc70.sol,0xd2425561799564001f13bc7586936a702675dc70.sol,maian,solidity,2022/11/11,20250303_1222,1741007280.56435,128.487052679062,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
../bench/0xd26fb114401ec86887cd09f62eccd95fcf20b571.sol,0xd26fb114401ec86887cd09f62eccd95fcf20b571.sol,maian,solidity,2022/11/11,20250303_1222,1741006585.96131,370.967547178268,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
../bench/0xd27b389de0234421dd98fe901c922ad4029cfe88.sol,0xd27b389de0234421dd98fe901c922ad4029cfe88.sol,maian,solidity,2022/11/11,20250303_1222,1741008009.41778,110.52800989151,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
../bench/0xd28130c3f252ae8a7931608d1820341685c5ae6c.sol,0xd28130c3f252ae8a7931608d1820341685c5ae6c.sol,maian,solidity,2022/11/11,20250303_1222,1741008607.36304,645.404298305512,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
../bench/0xd28cfec79db8d0a225767d06140aee280718ab7e.sol,0xd28cfec79db8d0a225767d06140aee280718ab7e.sol,maian,solidity,2022/11/11,20250303_1222,1741007767.78817,68.73686003685,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
../bench/0xd29336390aa40680c69392fe0e71bb59985bdcbc.sol,0xd29336390aa40680c69392fe0e71bb59985bdcbc.sol,maian,solidity,2022/11/11,20250303_1222,1741007437.84233,250.259016036987,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
../bench/0xd29b239328ce77775ee518bbab99d40dbfe3cf2e.sol,0xd29b239328ce77775ee518bbab99d40dbfe3cf2e.sol,maian,solidity,2022/11/11,20250303_1222,1741006956.92968,323.633717775345,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
../bench/0xd29f0b5b3f50b07fe9a9511f7d86f4f4bac3f8c4.sol,0xd29f0b5b3f50b07fe9a9511f7d86f4f4bac3f8c4.sol,maian,solidity,2022/11/11,20250303_1222,1741008249.26332,104.017431974411,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
../bench/0xd2a5b76694655433ab913297fff2f511f7492177.sol,0xd2a5b76694655433ab913297fff2f511f7492177.sol,maian,solidity,2022/11/11,20250303_1222,1741008455.65306,151.70933842659,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
../bench/0xd2bae9a30a40376d25353773010ffe52dba0d688.sol,0xd2bae9a30a40376d25353773010ffe52dba0d688.sol,maian,solidity,2022/11/11,20250303_1222,1741005840.47069,396.558388710022,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
../bench/0xd2bb16cf38ca086cab5128d5c25de9477ebd596b.sol,0xd2bb16cf38ca086cab5128d5c25de9477ebd596b.sol,maian,solidity,2022/11/11,20250303_1222,1741009456.83187,573.422114133835,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
../bench/0xd2bfec3f80b7d966d7657a2ecc5982ee2f49336a.sol,0xd2bfec3f80b7d966d7657a2ecc5982ee2f49336a.sol,maian,solidity,2022/11/11,20250303_1222,1741006363.31149,222.649051189423,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
../bench/0xd2c21a585001d594183f6859a2796316505e37b8.sol,0xd2c21a585001d594183f6859a2796316505e37b8.sol,maian,solidity,2022/11/11,20250303_1222,1741008119.94646,129.314683198929,0,{Not_destructible_no_self_destruct},{},{Unknown operation},{}
../bench/0xd2d111c0f3cf09777815b71dd3cac9d435bd760c.sol,0xd2d111c0f3cf09777815b71dd3cac9d435bd760c.sol,maian,solidity,2022/11/11,20250303_1222,1741004914.36569,107.628172874451,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
../bench/0xd2d660055fecf35b66e8e1da82c3aec55a6d2c51.sol,0xd2d660055fecf35b66e8e1da82c3aec55a6d2c51.sol,maian,solidity,2022/11/11,20250303_1222,1741006237.02987,68.2016158103943,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
../bench/0xd2ea19be7cb6ab94f0fcdaa822fd0689e77fa950.sol,0xd2ea19be7cb6ab94f0fcdaa822fd0689e77fa950.sol,maian,solidity,2022/11/11,20250303_1222,1741007916.50281,92.914044380188,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
../bench/0xd2ea3d1be7b482966ba8627ff009b84bac3bf51e.sol,0xd2ea3d1be7b482966ba8627ff009b84bac3bf51e.sol,maian,solidity,2022/11/11,20250303_1222,1741007409.05234,28.7891790866852,0,{},{},{},{}
../bench/CsigmaV2FundManager.sol,CsigmaV2FundManager.sol,maian,solidity,2022/11/11,20250303_1222,1741005021.99453,72.7206497192383,0,{},{},{Cannot compile the contract},{}
../bench/ERC721AQueryableUpgradeable.sol,ERC721AQueryableUpgradeable.sol,maian,solidity,2022/11/11,20250303_1222,1741007836.52562,79.9762637615204,0,{},{},{Cannot compile the contract},{}
../bench/EnumerableMapExtended.sol,EnumerableMapExtended.sol,maian,solidity,2022/11/11,20250303_1222,1741005094.71705,55.3849663734436,0,{},{},{Cannot compile the contract},{}
../bench/EnumerableSet.sol,EnumerableSet.sol,maian,solidity,2022/11/11,20250303_1222,1741009252.76817,25.3053402900696,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
../bench/HeyMintERC1155ExtensionD.sol,HeyMintERC1155ExtensionD.sol,maian,solidity,2022/11/11,20250303_1222,1741009369.5811,87.2498252391815,0,{},{},{Cannot compile the contract},{}
../bench/Proof.sol,Proof.sol,maian,solidity,2022/11/11,20250303_1222,1741007688.10226,79.6846578121185,0,{},{},{Cannot compile the contract},{}
../bench/braw.sol,braw.sol,maian,solidity,2022/11/11,20250303_1222,1741009278.07434,91.503422498703,0,{},{},{Cannot compile the contract},{}
../bench/standard.sol,standard.sol,maian,solidity,2022/11/11,20250303_1222,1741006305.23238,58.078405380249,0,{},{},{Cannot compile the contract},{}
../bench/0x272052c5d69d7904ef340a5f2945490c9fc3084b.sol,0x272052c5d69d7904ef340a5f2945490c9fc3084b.sol,manticore-0.3.7,solidity,2022/11/17,20250227_1239,1740662316.98663,611.524026870728,,{},{},{},{DOCKER_TIMEOUT}
../bench/0xd2344f06ce022a7424619b2af222e71b65824975.sol,0xd2344f06ce022a7424619b2af222e71b65824975.sol,manticore-0.3.7,solidity,2022/11/17,20250227_1239,1740664782.79913,475.97607755661,0,{},{},{},"{exception (manticore.core.state.Concretize),exception (manticore.exceptions.ManticoreError: Forking on unfeasible constraint set)}"
../bench/0xd2354acf1a2f06d69d8bc2e2048aabd404445df6.sol,0xd2354acf1a2f06d69d8bc2e2048aabd404445df6.sol,manticore-0.3.7,solidity,2022/11/17,20250227_1239,1740661705.71659,611.258993625641,,{},{},{},{DOCKER_TIMEOUT}
../bench/0xd2413729c24f77d77f53d3a3636e41ef65c4f0de.sol,0xd2413729c24f77d77f53d3a3636e41ef65c4f0de.sol,manticore-0.3.7,solidity,2022/11/17,20250227_1239,1740666481.81284,611.376378774643,,{},{},{},"{DOCKER_TIMEOUT,exception (manticore.core.state.Concretize),exception (manticore.exceptions.ManticoreError: Forking on unfeasible constraint set)}"
../bench/0xd2425561799564001f13bc7586936a702675dc70.sol,0xd2425561799564001f13bc7586936a702675dc70.sol,manticore-0.3.7,solidity,2022/11/17,20250227_1239,1740670839.94969,611.515172481537,,{},{manticore.yml not found},{},"{DOCKER_TIMEOUT,exception (manticore.core.state.Concretize),exception (manticore.exceptions.ManticoreError: Forking on unfeasible constraint set),exception (manticore.exceptions.SolverError: Solver could not find a value for expression under current constraint set)}"
../bench/0xd26fb114401ec86887cd09f62eccd95fcf20b571.sol,0xd26fb114401ec86887cd09f62eccd95fcf20b571.sol,manticore-0.3.7,solidity,2022/11/17,20250227_1239,1740663541.98914,611.038004398346,,{},{},{},"{DOCKER_TIMEOUT,exception (manticore.core.state.Concretize),exception (manticore.exceptions.ManticoreError: Forking on unfeasible constraint set)}"
../bench/0xd27b389de0234421dd98fe901c922ad4029cfe88.sol,0xd27b389de0234421dd98fe901c922ad4029cfe88.sol,manticore-0.3.7,solidity,2022/11/17,20250227_1239,1740662928.51231,611.013876676559,,{},{},{},{DOCKER_TIMEOUT}
../bench/0xd28130c3f252ae8a7931608d1820341685c5ae6c.sol,0xd28130c3f252ae8a7931608d1820341685c5ae6c.sol,manticore-0.3.7,solidity,2022/11/17,20250227_1239,1740668983.87309,611.377638816834,,{},{manticore.yml not found},{},"{DOCKER_TIMEOUT,exception (manticore.exceptions.SolverError: Solver could not find a value for expression under current constraint set)}"
../bench/0xd28cfec79db8d0a225767d06140aee280718ab7e.sol,0xd28cfec79db8d0a225767d06140aee280718ab7e.sol,manticore-0.3.7,solidity,2022/11/17,20250227_1239,1740665258.77813,611.182874917984,,{},{},{},{DOCKER_TIMEOUT}
../bench/0xd29336390aa40680c69392fe0e71bb59985bdcbc.sol,0xd29336390aa40680c69392fe0e71bb59985bdcbc.sol,manticore-0.3.7,solidity,2022/11/17,20250227_1239,1740667738.63163,611.038691043854,,{},{},{},{DOCKER_TIMEOUT}
../bench/0xd29b239328ce77775ee518bbab99d40dbfe3cf2e.sol,0xd29b239328ce77775ee518bbab99d40dbfe3cf2e.sol,manticore-0.3.7,solidity,2022/11/17,20250227_1239,1740671451.467,611.097232818604,,{},{},{},{DOCKER_TIMEOUT}
../bench/0xd29f0b5b3f50b07fe9a9511f7d86f4f4bac3f8c4.sol,0xd29f0b5b3f50b07fe9a9511f7d86f4f4bac3f8c4.sol,manticore-0.3.7,solidity,2022/11/17,20250227_1239,1740669595.2617,611.406926393509,,{},{},{},"{DOCKER_TIMEOUT,exception (manticore.core.state.Concretize),exception (manticore.exceptions.ManticoreError: Forking on unfeasible constraint set)}"
../bench/0xd2a5b76694655433ab913297fff2f511f7492177.sol,0xd2a5b76694655433ab913297fff2f511f7492177.sol,manticore-0.3.7,solidity,2022/11/17,20250227_1239,1740661094.65246,611.063152551651,,{},{},{},"{DOCKER_TIMEOUT,exception (manticore.core.state.Concretize),exception (manticore.exceptions.ManticoreError: Forking on unfeasible constraint set)}"
../bench/0xd2bae9a30a40376d25353773010ffe52dba0d688.sol,0xd2bae9a30a40376d25353773010ffe52dba0d688.sol,manticore-0.3.7,solidity,2022/11/17,20250227_1239,1740660073.88554,611.851357936859,,{},{manticore.yml not found},{},"{DOCKER_TIMEOUT,exception (manticore.core.state.Concretize),exception (manticore.exceptions.ManticoreError: Forking on unfeasible constraint set),exception (manticore.exceptions.SolverError: Solver could not find a value for expression under current constraint set)}"
../bench/0xd2bb16cf38ca086cab5128d5c25de9477ebd596b.sol,0xd2bb16cf38ca086cab5128d5c25de9477ebd596b.sol,manticore-0.3.7,solidity,2022/11/17,20250227_1239,1740668357.60484,611.060567378998,,{},{},{},{DOCKER_TIMEOUT}
../bench/0xd2bfec3f80b7d966d7657a2ecc5982ee2f49336a.sol,0xd2bfec3f80b7d966d7657a2ecc5982ee2f49336a.sol,manticore-0.3.7,solidity,2022/11/17,20250227_1239,1740664153.03253,611.038760662079,,{},{},{},{DOCKER_TIMEOUT}
../bench/0xd2c21a585001d594183f6859a2796316505e37b8.sol,0xd2c21a585001d594183f6859a2796316505e37b8.sol,manticore-0.3.7,solidity,2022/11/17,20250227_1239,1740665869.96306,611.844619750977,,{},{},{},{DOCKER_TIMEOUT}
../bench/0xd2d111c0f3cf09777815b71dd3cac9d435bd760c.sol,0xd2d111c0f3cf09777815b71dd3cac9d435bd760c.sol,manticore-0.3.7,solidity,2022/11/17,20250227_1239,1740660685.74364,408.90756726265,0,{},{},{},"{exception (manticore.core.state.Concretize),exception (manticore.exceptions.ManticoreError: Forking on unfeasible constraint set)}"
../bench/0xd2d660055fecf35b66e8e1da82c3aec55a6d2c51.sol,0xd2d660055fecf35b66e8e1da82c3aec55a6d2c51.sol,manticore-0.3.7,solidity,2022/11/17,20250227_1239,1740667093.19033,611.007787227631,,{},{},{},"{DOCKER_TIMEOUT,exception (manticore.core.state.Concretize),exception (manticore.exceptions.ManticoreError: Forking on unfeasible constraint set)}"
../bench/0xd2ea19be7cb6ab94f0fcdaa822fd0689e77fa950.sol,0xd2ea19be7cb6ab94f0fcdaa822fd0689e77fa950.sol,manticore-0.3.7,solidity,2022/11/17,20250227_1239,1740670206.68307,613.372786998749,,{},{},{},"{DOCKER_TIMEOUT,exception (manticore.core.state.Concretize),exception (manticore.exceptions.ManticoreError: Forking on unfeasible constraint set)}"
../bench/0xd2ea3d1be7b482966ba8627ff009b84bac3bf51e.sol,0xd2ea3d1be7b482966ba8627ff009b84bac3bf51e.sol,manticore-0.3.7,solidity,2022/11/17,20250227_1239,1740664764.0802,18.7174472808838,0,{},{},{},{}
../bench/CsigmaV2FundManager.sol,CsigmaV2FundManager.sol,manticore-0.3.7,solidity,2022/11/17,20250227_1239,1740672062.56554,11.6391665935516,0,{},{},{solc error},{exception (AttributeError: 'NoneType' object has no attribute 'result')}
../bench/ERC721AQueryableUpgradeable.sol,ERC721AQueryableUpgradeable.sol,manticore-0.3.7,solidity,2022/11/17,20250227_1239,1740670820.05741,19.8903503417969,0,{},{},{solc error},{exception (AttributeError: 'NoneType' object has no attribute 'result')}
../bench/EnumerableMapExtended.sol,EnumerableMapExtended.sol,manticore-0.3.7,solidity,2022/11/17,20250227_1239,1740668349.67409,7.92956209182739,0,{},{},{solc error},{exception (AttributeError: 'NoneType' object has no attribute 'result')}
../bench/EnumerableSet.sol,EnumerableSet.sol,manticore-0.3.7,solidity,2022/11/17,20250227_1239,1740663539.5273,2.46011161804199,0,{},{},{},{}
../bench/HeyMintERC1155ExtensionD.sol,HeyMintERC1155ExtensionD.sol,manticore-0.3.7,solidity,2022/11/17,20250227_1239,1740667704.19909,16.6540472507477,0,{},{},{solc error},{exception (AttributeError: 'NoneType' object has no attribute 'result')}
../bench/Proof.sol,Proof.sol,manticore-0.3.7,solidity,2022/11/17,20250227_1239,1740668968.66812,15.2034900188446,0,{},{},{solc error},{exception (AttributeError: 'NoneType' object has no attribute 'result')}
../bench/braw.sol,braw.sol,manticore-0.3.7,solidity,2022/11/17,20250227_1239,1740667720.85611,17.7719647884369,0,{},{},{solc error},{exception (AttributeError: 'NoneType' object has no attribute 'result')}
../bench/standard.sol,standard.sol,manticore-0.3.7,solidity,2022/11/17,20250227_1239,1740660038.51537,35.3687655925751,0,{},{},{solc error},{exception (AttributeError: 'NoneType' object has no attribute 'result')}
../bench/0x272052c5d69d7904ef340a5f2945490c9fc3084b.sol,0x272052c5d69d7904ef340a5f2945490c9fc3084b.sol,mythril-0.24.7,solidity,2024/03/24,20250227_0840,1740649579.17205,611.605007171631,,{},{},{},{DOCKER_TIMEOUT}
../bench/0xd2344f06ce022a7424619b2af222e71b65824975.sol,0xd2344f06ce022a7424619b2af222e71b65824975.sol,mythril-0.24.7,solidity,2024/03/24,20250227_0840,1740654405.42305,36.1250104904175,1,"{Dependence_on_predictable_environment_variable_SWC_116,Dependence_on_tx_origin_SWC_115}",{},{},{}
../bench/0xd2354acf1a2f06d69d8bc2e2048aabd404445df6.sol,0xd2354acf1a2f06d69d8bc2e2048aabd404445df6.sol,mythril-0.24.7,solidity,2024/03/24,20250227_0840,1740652399.38049,610.960805177689,,{},{},{},{DOCKER_TIMEOUT}
../bench/0xd2413729c24f77d77f53d3a3636e41ef65c4f0de.sol,0xd2413729c24f77d77f53d3a3636e41ef65c4f0de.sol,mythril-0.24.7,solidity,2024/03/24,20250227_0840,1740654450.69035,550.81191444397,1,{External_Call_To_User_Supplied_Address_SWC_107},{},{},{}
../bench/0xd2425561799564001f13bc7586936a702675dc70.sol,0xd2425561799564001f13bc7586936a702675dc70.sol,mythril-0.24.7,solidity,2024/03/24,20250227_0840,1740648694.86477,80.1052815914154,0,{},{},{},{}
../bench/0xd26fb114401ec86887cd09f62eccd95fcf20b571.sol,0xd26fb114401ec86887cd09f62eccd95fcf20b571.sol,mythril-0.24.7,solidity,2024/03/24,20250227_0840,1740653010.34199,555.181859016419,1,{External_Call_To_User_Supplied_Address_SWC_107},{},{},{}
../bench/0xd27b389de0234421dd98fe901c922ad4029cfe88.sol,0xd27b389de0234421dd98fe901c922ad4029cfe88.sol,mythril-0.24.7,solidity,2024/03/24,20250227_0840,1740653565.52444,536.247082471848,1,{External_Call_To_User_Supplied_Address_SWC_107},{},{},{}
../bench/0xd28130c3f252ae8a7931608d1820341685c5ae6c.sol,0xd28130c3f252ae8a7931608d1820341685c5ae6c.sol,mythril-0.24.7,solidity,2024/03/24,20250227_0840,1740645701.39811,630.82635641098,,{},{},{},{DOCKER_TIMEOUT}
